id,age,gender,sign_up_method,payment_method,no_of_devices
13161,78,M,Facebook,Debit card,4
13162,23,M,Email,PayPal,1
13163,62,F,Facebook,Credit card,3
13164,41,M,Email,Debit card,1
13165,29,F,Email,PayPal,2
13166,51,F,Email,Credit card,3
13167,76,F,Google,Credit card,3
13168,41,F,Google,Credit card,3
13169,36,M,Google,PayPal,1
13170,70,F,Google,Debit card,3
13171,26,M,Google,Debit card,2
13172,40,F,Facebook,Debit card,4
13173,64,M,Email,PayPal,1
13174,29,M,Email,Credit card,1
13175,19,F,Facebook,Credit card,2
13176,25,F,Facebook,PayPal,1
13177,76,F,Email,Credit card,3
13178,20,F,Email,PayPal,4
13179,78,F,Google,Credit card,1
13180,44,M,Email,PayPal,1
13181,44,F,Email,Credit card,2
13182,45,F,Facebook,Debit card,1
13183,69,M,Facebook,PayPal,2
13184,70,M,Facebook,Credit card,1
13185,59,F,Email,PayPal,4
13186,30,F,Email,Credit card,1
13187,54,F,Email,Credit card,1
13188,66,M,Email,Debit card,1
13189,54,M,Facebook,Credit card,1
13190,49,F,Email,PayPal,4
13191,36,M,Google,Credit card,2
13192,79,F,Facebook,PayPal,2
13193,42,M,Facebook,Debit card,2
13194,51,M,Google,Debit card,3
13195,51,M,Google,PayPal,3
13196,28,M,Facebook,Debit card,1
13197,78,F,Google,Credit card,4
13198,68,M,Facebook,PayPal,1
13199,21,F,Email,Debit card,2
13200,58,F,Facebook,PayPal,1
13201,37,M,Google,PayPal,3
13202,62,F,Email,Credit card,1
13203,22,M,Email,Credit card,4
13204,29,M,Google,Debit card,3
13205,32,F,Facebook,Debit card,2
13206,25,M,Google,Credit card,1
13207,33,F,Facebook,Credit card,3
13208,25,F,Google,Debit card,2
13209,32,F,Facebook,Debit card,1
13210,69,F,Email,Credit card,1
13211,34,M,Google,Debit card,4
13212,46,M,Facebook,Debit card,1
13213,67,F,Facebook,Debit card,4
13214,81,F,Email,Debit card,3
13215,47,F,Email,PayPal,2
13216,80,F,Facebook,Credit card,1
13217,76,F,Facebook,Debit card,3
13218,67,F,Facebook,Credit card,3
13219,32,M,Facebook,PayPal,4
13220,54,M,Facebook,Debit card,3
13221,27,M,Email,Credit card,4
13222,62,M,Facebook,PayPal,4
13223,38,M,Facebook,Credit card,2
13224,81,M,Google,PayPal,2
13225,46,M,Email,Credit card,3
13226,50,M,Google,Debit card,3
13227,81,F,Facebook,PayPal,3
13228,59,M,Google,PayPal,4
13229,72,F,Facebook,PayPal,4
13230,69,F,Email,PayPal,1
13231,77,F,Google,Debit card,4
13232,78,F,Email,PayPal,3
13233,31,F,Google,PayPal,1
13234,34,F,Google,Credit card,3
13235,33,M,Email,Debit card,1
13236,40,F,Google,Debit card,2
13237,34,M,Facebook,PayPal,4
13238,55,M,Google,PayPal,3
13239,49,F,Google,PayPal,2
13240,32,F,Google,PayPal,4
13241,53,M,Google,Credit card,3
13242,69,M,Facebook,Debit card,4
13243,41,F,Email,PayPal,3
13244,25,M,Email,Debit card,3
13245,73,F,Facebook,Credit card,2
13246,58,M,Email,Credit card,1
13247,24,F,Facebook,PayPal,2
13248,45,F,Google,PayPal,4
13249,66,F,Email,Debit card,1
13250,81,F,Facebook,Credit card,2
13251,73,M,Facebook,PayPal,1
13252,56,F,Email,Credit card,3
13253,53,M,Email,Debit card,1
13254,76,F,Email,Credit card,2
13255,68,F,Facebook,Credit card,1
13256,78,F,Google,Debit card,3
13257,74,M,Email,Credit card,3
13258,40,F,Facebook,Debit card,2
13259,40,M,Google,Credit card,1
13260,60,F,Facebook,Debit card,4
13261,21,M,Email,Credit card,3
13262,79,F,Email,PayPal,1
13263,73,M,Facebook,PayPal,2
13264,69,M,Google,Credit card,4
13265,69,F,Facebook,Debit card,2
13266,54,M,Google,PayPal,3
13267,41,M,Email,Credit card,4
13268,25,M,Google,Debit card,4
13269,70,F,Email,PayPal,2
13270,34,F,Email,Credit card,2
13271,28,F,Google,Credit card,3
13272,70,M,Facebook,Debit card,2
13273,18,F,Email,PayPal,3
13274,78,M,Google,Credit card,2
13275,21,M,Facebook,Debit card,3
13276,20,M,Email,PayPal,2
13277,80,M,Facebook,PayPal,4
13278,52,M,Google,PayPal,1
13279,73,M,Email,PayPal,1
13280,37,F,Email,Debit card,2
13281,39,F,Email,Credit card,4
13282,20,M,Facebook,PayPal,3
13283,74,F,Facebook,PayPal,4
13284,18,M,Email,Debit card,2
13285,81,M,Email,Debit card,3
13286,66,M,Facebook,PayPal,4
13287,59,F,Email,Debit card,3
13288,71,M,Google,PayPal,2
13289,73,F,Email,PayPal,3
13290,41,F,Email,Credit card,1
13291,50,F,Facebook,PayPal,4
13292,61,M,Facebook,PayPal,4
13293,68,F,Google,Debit card,3
13294,79,M,Google,Debit card,3
13295,29,M,Email,PayPal,3
13296,25,M,Google,Debit card,3
13297,57,F,Facebook,Debit card,1
13298,22,M,Email,Credit card,3
13299,37,M,Facebook,Credit card,4
13300,24,M,Facebook,Credit card,3
13301,51,M,Facebook,Debit card,2
13302,29,M,Email,Debit card,3
13303,32,F,Email,PayPal,2
13304,40,F,Email,Debit card,3
13305,72,M,Facebook,Credit card,4
13306,34,M,Facebook,Debit card,3
13307,50,M,Email,Debit card,1
13308,48,F,Google,Debit card,4
13309,39,F,Email,Credit card,1
13310,58,F,Google,PayPal,4
13311,20,F,Google,Debit card,1
13312,64,M,Email,PayPal,3
13313,37,F,Facebook,Debit card,1
13314,53,M,Google,Debit card,4
13315,24,M,Facebook,Debit card,2
13316,40,M,Google,Debit card,3
13317,67,M,Google,Credit card,4
13318,48,F,Facebook,PayPal,1
13319,27,M,Facebook,Credit card,1
13320,19,M,Facebook,Credit card,1
13321,67,F,Email,Credit card,4
13322,19,M,Email,PayPal,4
13323,73,M,Google,Debit card,1
13324,67,F,Email,Credit card,2
13325,59,F,Email,Debit card,2
13326,33,F,Facebook,Credit card,1
13327,38,M,Email,PayPal,4
13328,66,F,Google,Debit card,4
13329,77,F,Email,Debit card,1
13330,44,M,Facebook,Debit card,1
13331,56,M,Google,Debit card,1
13332,74,F,Google,Debit card,3
13333,69,M,Facebook,Debit card,2
13334,21,F,Facebook,Debit card,3
13335,54,M,Facebook,Debit card,3
13336,51,M,Google,Credit card,4
13337,44,F,Email,Credit card,2
13338,44,F,Email,Debit card,3
13339,48,M,Google,Credit card,4
13340,49,M,Facebook,PayPal,2
13341,26,M,Facebook,Debit card,1
13342,63,M,Facebook,Debit card,4
13343,71,F,Email,Credit card,1
13344,69,M,Email,Debit card,2
13345,18,F,Facebook,Credit card,2
13346,50,F,Google,PayPal,4
13347,67,F,Email,PayPal,2
13348,43,F,Google,PayPal,3
13349,35,F,Email,Debit card,2
13350,42,M,Email,Credit card,4
13351,30,M,Email,Debit card,4
13352,68,F,Facebook,Debit card,2
13353,39,F,Google,Credit card,4
13354,23,M,Google,Credit card,4
13355,56,M,Email,PayPal,3
13356,74,M,Google,Credit card,3
13357,26,F,Google,PayPal,2
13358,59,F,Email,Debit card,4
13359,43,F,Email,Credit card,2
13360,22,M,Facebook,Credit card,1
13361,69,M,Email,PayPal,3
13362,29,F,Facebook,Credit card,2
13363,25,M,Email,PayPal,2
13364,81,M,Facebook,Debit card,1
13365,59,F,Email,Debit card,2
13366,52,F,Facebook,Credit card,4
13367,18,F,Email,Debit card,2
13368,47,F,Email,PayPal,3
13369,69,M,Google,Credit card,4
13370,28,F,Email,Debit card,3
13371,74,M,Facebook,PayPal,2
13372,72,F,Email,Credit card,1
13373,74,M,Email,Debit card,2
13374,48,F,Email,PayPal,3
13375,21,M,Facebook,PayPal,3
13376,61,M,Facebook,Credit card,4
13377,46,M,Email,Credit card,4
13378,56,F,Email,Credit card,1
13379,79,F,Email,PayPal,4
13380,79,M,Facebook,Debit card,1
13381,39,F,Facebook,PayPal,2
13382,61,M,Facebook,PayPal,4
13383,59,M,Email,Credit card,1
13384,47,M,Email,PayPal,2
13385,56,F,Email,Credit card,3
13386,68,F,Email,Debit card,1
13387,73,F,Email,PayPal,4
13388,61,M,Facebook,Debit card,2
13389,19,F,Facebook,Credit card,4
13390,69,F,Email,Credit card,3
13391,30,F,Google,Debit card,3
13392,32,M,Facebook,Credit card,1
13393,45,F,Google,Credit card,4
13394,54,F,Google,Credit card,3
13395,56,M,Email,Credit card,1
13396,42,M,Email,Credit card,2
13397,45,M,Email,PayPal,1
13398,77,F,Google,PayPal,1
13399,29,F,Google,Debit card,3
13400,67,M,Facebook,PayPal,1
13401,59,M,Google,PayPal,2
13402,50,F,Facebook,Credit card,2
13403,32,F,Facebook,PayPal,1
13404,69,F,Google,PayPal,4
13405,56,M,Email,Credit card,1
13406,81,M,Email,PayPal,3
13407,29,M,Facebook,Credit card,3
13408,27,F,Facebook,Debit card,2
13409,66,M,Facebook,Debit card,2
13410,20,F,Google,Debit card,4
13411,31,M,Google,PayPal,3
13412,53,F,Facebook,PayPal,3
13413,46,F,Google,Credit card,1
13414,56,F,Google,Debit card,3
13415,81,F,Google,Debit card,3
13416,43,F,Email,Debit card,2
13417,45,F,Email,Credit card,4
13418,21,M,Facebook,Debit card,3
13419,23,F,Email,PayPal,3
13420,57,M,Facebook,PayPal,1
13421,39,M,Email,Credit card,4
13422,31,F,Email,PayPal,3
13423,81,F,Google,Debit card,4
13424,68,M,Facebook,Debit card,4
13425,69,F,Email,Debit card,3
13426,61,M,Facebook,PayPal,2
13427,55,F,Google,Credit card,2
13428,34,F,Email,PayPal,4
13429,49,M,Google,Debit card,4
13430,75,F,Email,PayPal,1
13431,26,F,Email,Credit card,3
13432,59,F,Facebook,PayPal,1
13433,77,M,Google,Debit card,3
13434,29,F,Email,Debit card,1
13435,27,M,Email,Credit card,3
13436,54,M,Facebook,PayPal,4
13437,47,M,Facebook,Debit card,1
13438,18,F,Google,Credit card,2
13439,53,M,Google,Credit card,1
13440,28,F,Facebook,Debit card,1
13441,25,M,Email,PayPal,4
13442,26,M,Email,Debit card,3
13443,64,F,Google,Credit card,3
13444,24,M,Facebook,Credit card,4
13445,79,M,Google,Debit card,3
13446,18,F,Facebook,Credit card,3
13447,74,M,Email,Credit card,1
13448,69,M,Google,Debit card,2
13449,58,F,Google,PayPal,2
13450,78,M,Google,PayPal,2
13451,35,F,Facebook,PayPal,1
13452,27,F,Google,Debit card,3
13453,47,M,Email,PayPal,4
13454,41,M,Facebook,Credit card,2
13455,73,F,Google,PayPal,1
13456,66,M,Facebook,Credit card,2
13457,53,M,Google,PayPal,4
13458,56,F,Email,PayPal,1
13459,48,M,Email,PayPal,4
13460,37,F,Google,PayPal,2
13461,18,F,Google,Credit card,3
13462,53,M,Google,Debit card,3
13463,56,M,Google,Debit card,3
13464,27,M,Email,Credit card,2
13465,60,F,Facebook,Debit card,3
13466,80,F,Google,PayPal,3
13467,67,M,Google,PayPal,4
13468,64,M,Google,PayPal,1
13469,64,M,Email,Credit card,3
13470,24,M,Email,PayPal,2
13471,28,F,Facebook,PayPal,2
13472,46,M,Facebook,Debit card,3
13473,46,F,Google,PayPal,4
13474,70,F,Email,Credit card,3
13475,46,M,Email,Credit card,4
13476,52,M,Google,PayPal,4
13477,56,M,Facebook,Debit card,3
13478,60,F,Email,PayPal,1
13479,72,F,Google,Credit card,1
13480,25,F,Facebook,PayPal,2
13481,64,M,Google,PayPal,1
13482,72,F,Email,PayPal,2
13483,55,M,Facebook,PayPal,4
13484,75,M,Google,PayPal,3
13485,78,M,Email,PayPal,4
13486,65,F,Email,Credit card,1
13487,81,F,Facebook,Debit card,2
13488,20,M,Email,PayPal,3
13489,75,F,Google,Credit card,3
13490,47,M,Email,Credit card,4
13491,30,F,Facebook,PayPal,4
13492,19,F,Google,Credit card,3
13493,51,F,Google,Credit card,3
13494,79,M,Email,Credit card,3
13495,48,M,Google,Debit card,3
13496,26,M,Email,Credit card,3
13497,37,F,Facebook,PayPal,2
13498,61,M,Email,Credit card,1
13499,58,M,Email,Credit card,2
13500,74,M,Google,Debit card,1
13501,47,M,Google,Credit card,3
13502,63,M,Google,PayPal,1
13503,43,F,Google,Debit card,1
13504,54,M,Google,Debit card,1
13505,75,M,Google,Credit card,3
13506,64,F,Email,PayPal,2
13507,32,M,Google,Debit card,2
13508,60,M,Email,Debit card,4
13509,37,M,Google,Credit card,1
13510,60,F,Google,PayPal,3
13511,21,F,Google,Credit card,4
13512,27,F,Google,PayPal,2
13513,48,F,Email,Debit card,2
13514,42,M,Email,PayPal,3
13515,19,F,Facebook,Credit card,3
13516,60,M,Email,PayPal,2
13517,48,F,Facebook,PayPal,2
13518,67,F,Facebook,PayPal,2
13519,77,F,Google,PayPal,3
13520,19,F,Google,Credit card,4
13521,66,F,Email,Debit card,2
13522,42,M,Email,Debit card,1
13523,80,M,Google,PayPal,3
13524,36,F,Facebook,Credit card,1
13525,57,M,Google,Debit card,3
13526,76,M,Google,Debit card,2
13527,80,M,Facebook,Credit card,2
13528,40,M,Google,Credit card,2
13529,26,M,Google,Debit card,4
13530,29,F,Email,Debit card,3
13531,68,M,Facebook,Debit card,3
13532,56,M,Email,Debit card,4
13533,42,M,Google,PayPal,4
13534,80,F,Facebook,Credit card,3
13535,51,M,Google,Debit card,3
13536,75,M,Google,Credit card,3
13537,60,F,Facebook,Credit card,2
13538,79,F,Email,Debit card,2
13539,74,F,Facebook,Credit card,3
13540,67,M,Email,Credit card,3
13541,57,F,Email,PayPal,3
13542,59,M,Email,PayPal,3
13543,52,M,Email,PayPal,4
13544,22,M,Google,Credit card,4
13545,41,M,Facebook,PayPal,2
13546,65,M,Google,Debit card,2
13547,65,F,Email,Credit card,1
13548,78,F,Facebook,Credit card,1
13549,19,M,Google,Credit card,2
13550,26,F,Facebook,Credit card,2
13551,64,F,Facebook,Credit card,2
13552,49,F,Google,Credit card,1
13553,39,M,Email,Debit card,1
13554,31,M,Google,Credit card,3
13555,36,F,Facebook,Debit card,4
13556,78,M,Email,Debit card,4
13557,69,M,Email,PayPal,1
13558,77,M,Google,PayPal,4
13559,66,M,Google,PayPal,3
13560,23,M,Facebook,PayPal,2
13561,56,F,Facebook,Debit card,1
13562,78,F,Google,Debit card,2
13563,33,M,Google,PayPal,1
13564,45,F,Email,PayPal,2
13565,22,M,Email,PayPal,1
13566,26,M,Google,PayPal,4
13567,55,F,Google,PayPal,2
13568,72,F,Facebook,Debit card,1
13569,20,M,Facebook,Credit card,2
13570,66,M,Facebook,PayPal,1
13571,47,F,Facebook,Credit card,4
13572,39,M,Google,PayPal,4
13573,65,M,Facebook,Credit card,2
13574,59,F,Facebook,Debit card,4
13575,56,M,Email,Debit card,2
13576,66,F,Google,Credit card,4
13577,19,F,Facebook,Credit card,3
13578,30,M,Email,PayPal,3
13579,50,F,Email,Credit card,2
13580,65,F,Facebook,Debit card,1
13581,47,M,Email,Debit card,4
13582,21,F,Facebook,Debit card,1
13583,37,F,Email,Debit card,1
13584,42,F,Email,Debit card,2
13585,42,F,Facebook,PayPal,4
13586,69,F,Email,Credit card,3
13587,45,M,Email,Credit card,2
13588,35,F,Google,Debit card,4
13589,29,F,Email,Debit card,1
13590,70,F,Email,Credit card,3
13591,26,M,Google,PayPal,4
13592,20,M,Email,Debit card,3
13593,59,M,Google,Debit card,4
13594,19,M,Facebook,PayPal,1
13595,30,M,Google,PayPal,3
13596,68,M,Facebook,Credit card,2
13597,56,M,Facebook,Debit card,1
13598,65,F,Google,Debit card,4
13599,32,F,Facebook,PayPal,1
13600,77,F,Facebook,Credit card,2
13601,30,M,Email,PayPal,4
13602,62,F,Email,PayPal,2
13603,31,M,Email,Debit card,2
13604,26,M,Facebook,Credit card,2
13605,40,F,Email,Debit card,1
13606,78,M,Google,Debit card,2
13607,58,F,Email,Debit card,4
13608,39,M,Email,Credit card,4
13609,43,F,Facebook,Debit card,3
13610,55,F,Google,Debit card,4
13611,50,M,Google,Credit card,1
13612,72,F,Facebook,PayPal,1
13613,54,F,Facebook,Debit card,4
13614,65,M,Email,Credit card,1
13615,28,M,Google,Debit card,3
13616,48,F,Facebook,PayPal,2
13617,71,M,Google,Credit card,2
13618,66,M,Facebook,PayPal,3
13619,30,M,Email,Debit card,4
13620,26,M,Email,Credit card,1
13621,73,F,Google,PayPal,3
13622,65,F,Facebook,PayPal,1
13623,56,F,Facebook,Debit card,1
13624,37,M,Facebook,Debit card,1
13625,58,M,Google,Debit card,4
13626,59,F,Email,Debit card,3
13627,76,M,Facebook,Credit card,3
13628,36,M,Facebook,PayPal,4
13629,24,F,Google,Debit card,4
13630,55,F,Facebook,Credit card,3
13631,75,F,Email,Credit card,4
13632,19,M,Facebook,Credit card,3
13633,19,F,Email,PayPal,1
13634,33,F,Google,Credit card,2
13635,23,M,Google,Debit card,4
13636,61,M,Google,Debit card,3
13637,43,M,Facebook,Credit card,4
13638,30,F,Email,PayPal,3
13639,66,F,Email,Credit card,3
13640,49,M,Facebook,PayPal,1
13641,52,F,Google,PayPal,1
13642,72,M,Google,PayPal,2
13643,71,M,Facebook,PayPal,4
13644,75,F,Email,PayPal,2
13645,71,M,Google,Credit card,2
13646,30,M,Facebook,PayPal,3
13647,34,M,Facebook,PayPal,3
13648,32,M,Facebook,PayPal,2
13649,45,F,Facebook,Debit card,3
13650,18,F,Google,PayPal,4
13651,81,F,Facebook,Credit card,4
13652,34,F,Google,Debit card,3
13653,19,F,Email,PayPal,1
13654,47,F,Email,Credit card,2
13655,44,M,Facebook,Debit card,4
13656,23,F,Google,PayPal,2
13657,40,M,Facebook,PayPal,3
13658,18,F,Email,Debit card,3
13659,41,M,Email,Debit card,4
13660,18,F,Google,Debit card,1
13661,75,F,Email,Debit card,2
13662,36,F,Email,Credit card,1
13663,63,F,Email,Credit card,2
13664,53,F,Google,PayPal,2
13665,76,F,Google,Debit card,1
13666,79,F,Facebook,Debit card,3
13667,75,M,Google,Credit card,2
13668,29,M,Email,Debit card,1
13669,35,M,Google,Debit card,1
13670,19,M,Facebook,Debit card,1
13671,43,M,Email,Credit card,1
13672,32,M,Google,Credit card,3
13673,32,M,Google,PayPal,1
13674,66,F,Google,Debit card,2
13675,54,M,Google,PayPal,4
13676,50,M,Facebook,Debit card,3
13677,31,M,Facebook,PayPal,3
13678,62,F,Google,Debit card,1
13679,59,F,Email,Debit card,3
13680,30,F,Facebook,Debit card,3
13681,50,M,Email,PayPal,4
13682,39,M,Email,PayPal,2
13683,81,M,Facebook,PayPal,1
13684,48,F,Google,PayPal,4
13685,58,F,Google,PayPal,3
13686,70,F,Google,Credit card,3
13687,50,M,Facebook,PayPal,2
13688,50,F,Email,Credit card,3
13689,29,M,Google,PayPal,2
13690,38,M,Facebook,PayPal,4
13691,46,F,Email,Credit card,1
13692,50,M,Google,Debit card,2
13693,77,F,Facebook,Credit card,1
13694,25,M,Facebook,Debit card,1
13695,24,M,Email,Credit card,1
13696,79,M,Email,PayPal,1
13697,44,F,Google,Credit card,2
13698,28,F,Email,PayPal,3
13699,48,F,Google,Credit card,4
13700,18,M,Google,PayPal,3
13701,74,F,Google,PayPal,1
13702,68,F,Email,Debit card,2
13703,40,M,Email,PayPal,2
13704,73,F,Facebook,PayPal,2
13705,69,F,Google,Debit card,2
13706,75,M,Google,PayPal,2
13707,50,M,Email,Credit card,2
13708,34,F,Email,Debit card,1
13709,54,M,Facebook,Credit card,4
13710,66,F,Google,Debit card,1
13711,19,M,Email,PayPal,2
13712,56,M,Facebook,Credit card,4
13713,68,F,Google,Debit card,2
13714,79,F,Google,Debit card,1
13715,70,M,Email,Credit card,1
13716,19,F,Email,Debit card,2
13717,71,M,Facebook,Debit card,3
13718,42,F,Google,Debit card,3
13719,27,M,Email,Debit card,2
13720,36,M,Facebook,Credit card,1
13721,54,F,Google,Credit card,2
13722,70,M,Google,Credit card,3
13723,60,M,Facebook,Credit card,3
13724,67,M,Facebook,Debit card,4
13725,61,F,Google,Debit card,3
13726,36,M,Facebook,Credit card,1
13727,66,F,Facebook,PayPal,4
13728,25,F,Google,PayPal,2
13729,30,M,Email,PayPal,1
13730,74,F,Google,PayPal,4
13731,43,F,Email,PayPal,3
13732,56,F,Email,Debit card,3
13733,70,M,Facebook,PayPal,3
13734,65,M,Email,Debit card,1
13735,49,M,Google,Credit card,1
13736,51,F,Email,PayPal,1
13737,21,M,Google,Debit card,2
13738,60,M,Google,Debit card,4
13739,25,F,Facebook,Debit card,4
13740,44,M,Email,PayPal,3
13741,21,M,Email,Credit card,3
13742,52,M,Email,PayPal,3
13743,44,F,Google,PayPal,2
13744,35,M,Facebook,PayPal,4
13745,80,M,Email,Credit card,4
13746,65,M,Facebook,PayPal,1
13747,45,M,Google,PayPal,3
13748,40,M,Google,PayPal,3
13749,32,M,Google,Debit card,4
13750,68,F,Email,PayPal,3
13751,71,M,Email,PayPal,4
13752,52,F,Facebook,PayPal,2
13753,39,M,Google,PayPal,1
13754,64,M,Facebook,Debit card,1
13755,69,M,Facebook,PayPal,2
13756,28,M,Facebook,PayPal,3
13757,45,M,Facebook,Credit card,4
13758,21,F,Facebook,Credit card,3
13759,21,F,Email,Debit card,3
13760,42,F,Google,Credit card,2
13761,61,M,Google,PayPal,4
13762,64,M,Google,Debit card,2
13763,79,M,Facebook,Debit card,4
13764,47,M,Facebook,PayPal,1
13765,79,M,Email,Debit card,4
13766,52,M,Google,Credit card,2
13767,19,F,Google,Debit card,2
13768,23,F,Google,Debit card,3
13769,46,M,Facebook,Credit card,4
13770,67,M,Facebook,PayPal,1
13771,25,M,Google,PayPal,3
13772,52,F,Facebook,Credit card,1
13773,33,F,Facebook,PayPal,2
13774,42,F,Email,PayPal,2
13775,74,M,Facebook,PayPal,1
13776,63,M,Facebook,Credit card,3
13777,33,F,Google,Debit card,2
13778,72,F,Google,Credit card,1
13779,23,F,Google,PayPal,4
13780,41,F,Google,Debit card,4
13781,65,F,Google,PayPal,1
13782,23,M,Facebook,Credit card,1
13783,27,F,Email,Debit card,1
13784,24,F,Facebook,Debit card,2
13785,45,M,Google,PayPal,4
13786,46,F,Google,Debit card,2
13787,79,M,Google,Credit card,3
13788,57,F,Google,Debit card,2
13789,52,F,Google,PayPal,4
13790,38,M,Email,PayPal,3
13791,23,M,Facebook,Credit card,3
13792,33,F,Email,Debit card,4
13793,18,F,Google,Debit card,1
13794,75,F,Facebook,Credit card,3
13795,25,F,Google,PayPal,3
13796,60,F,Google,Credit card,1
13797,71,M,Google,Debit card,1
13798,48,M,Google,Debit card,3
13799,46,F,Email,Credit card,3
13800,44,M,Email,PayPal,3
13801,44,F,Google,PayPal,2
13802,41,F,Google,PayPal,1
13803,48,F,Google,PayPal,4
13804,43,M,Facebook,Credit card,2
13805,25,M,Email,Credit card,4
13806,26,F,Email,PayPal,2
13807,66,F,Facebook,PayPal,1
13808,78,M,Email,Credit card,4
13809,71,M,Google,PayPal,4
13810,78,M,Email,PayPal,1
13811,75,M,Google,Debit card,2
13812,45,M,Facebook,Credit card,2
13813,65,F,Google,PayPal,3
13814,76,M,Google,Debit card,1
13815,30,F,Google,Credit card,2
13816,74,F,Email,Credit card,1
13817,40,F,Facebook,PayPal,3
13818,35,M,Facebook,Credit card,1
13819,51,F,Facebook,Credit card,3
13820,20,F,Email,PayPal,4
13821,47,F,Facebook,Credit card,3
13822,52,M,Google,Credit card,2
13823,21,M,Email,PayPal,3
13824,20,M,Email,Debit card,4
13825,74,M,Email,PayPal,4
13826,77,F,Facebook,PayPal,3
13827,57,M,Email,Debit card,4
13828,56,F,Facebook,PayPal,3
13829,38,M,Email,PayPal,3
13830,46,M,Email,PayPal,1
13831,59,M,Facebook,Credit card,3
13832,28,M,Facebook,Debit card,1
13833,77,M,Google,Credit card,4
13834,33,M,Facebook,Credit card,4
13835,55,M,Google,PayPal,4
13836,21,F,Facebook,Credit card,3
13837,39,F,Facebook,Debit card,1
13838,47,M,Facebook,Debit card,4
13839,31,F,Email,Debit card,3
13840,45,F,Google,PayPal,2
13841,41,F,Google,PayPal,1
13842,39,M,Email,Credit card,4
13843,43,F,Facebook,PayPal,1
13844,23,F,Facebook,Credit card,3
13845,39,M,Email,Credit card,4
13846,48,F,Google,PayPal,1
13847,53,F,Facebook,Debit card,4
13848,46,F,Google,Debit card,2
13849,58,M,Email,Credit card,3
13850,63,F,Google,Credit card,3
13851,40,F,Email,PayPal,3
13852,63,F,Google,Debit card,2
13853,41,F,Email,PayPal,1
13854,24,M,Google,Credit card,3
13855,25,F,Email,Credit card,4
13856,67,F,Facebook,Debit card,2
